measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,All Ages,Injuries,Number,2016,4505297.479386438,4602755.715322612,4348646.159252946
Deaths,Global,Both,All Ages,Injuries,Percent,2016,0.08116269244033393,0.08273881197868518,0.07828928281699049
Deaths,Global,Both,All Ages,Injuries,Rate,2016,59.63730795363523,60.927377445324915,57.563690603640076
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2016,10600709.493652912,11168821.89540484,10214321.075708073
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2016,0.19096784600613778,0.20063958551274003,0.18423930881192338
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2016,140.32320384892745,147.84339411617978,135.20852159406493
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2012,5326483.051007798,5546466.445053115,5125212.1539153
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2012,0.5840673206335187,0.5992958496074584,0.5698708041455914
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2012,480.03670283934053,499.86218658643315,461.89763867776026
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2012,585790.919644009,595488.4936907709,577288.5312334452
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2012,0.09386681001188027,0.09529823068277511,0.09257554094041731
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2012,61.44769071437967,62.464936818275156,60.55581595861637
Deaths,Africa,Both,All Ages,Non-communicable diseases,Number,2016,3456165.2919179606,3630924.312550221,3309375.4953062376
Deaths,Africa,Both,All Ages,Non-communicable diseases,Percent,2016,0.39534567946070925,0.40781853851523653,0.3806029146540714
Deaths,Africa,Both,All Ages,Non-communicable diseases,Rate,2016,281.6268112516199,295.8671098372255,269.6655944542909
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2016,4979189.397184237,5407113.036220761,4725341.643987857
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2016,0.16081883304584138,0.17446500262633904,0.1525375114941775
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2016,111.73577714246291,121.33862141113362,106.03929249070299
Deaths,Africa,Both,All Ages,Injuries,Number,2016,638084.5158755996,676049.0534772883,600957.4688421717
Deaths,Africa,Both,All Ages,Injuries,Percent,2016,0.07299100293296039,0.07688743498042035,0.06904252816278433
Deaths,Africa,Both,All Ages,Injuries,Rate,2016,51.99453508062835,55.088088415709876,48.969224951027826
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2016,5551838.374212623,5584249.440408372,5520152.647132177
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2016,0.8173987988190876,0.8188629087694942,0.8157407155580852
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2016,558.8024945670832,562.0647265380086,555.6132692796607
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2016,364189.21671219915,370127.5927008838,357787.44395648385
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2016,0.04153000064436433,0.042204219359255765,0.04079537025026296
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2016,43.09220367804898,43.79485410227478,42.33472244897729
Deaths,America,Both,All Ages,Injuries,Number,2016,646002.9806215222,654286.7143628453,638536.6635676946
Deaths,America,Both,All Ages,Injuries,Percent,2016,0.09511090045055694,0.09605509768545728,0.09417841046932483
Deaths,America,Both,All Ages,Injuries,Rate,2016,65.02135918542027,65.85513185079202,64.26986097641489
Deaths,Asia,Both,All Ages,Non-communicable diseases,Number,2016,23275962.842997618,23694826.739293292,22855928.309824675
Deaths,Asia,Both,All Ages,Non-communicable diseases,Percent,2016,0.7517690948406766,0.7611866748396131,0.7403143578822585
Deaths,Asia,Both,All Ages,Non-communicable diseases,Rate,2016,522.3255412762918,531.7250798831147,512.8997329273883
Deaths,Europe,Both,All Ages,Non-communicable diseases,Number,2016,7908648.8457036875,7950590.67209238,7868785.210603479
Deaths,Europe,Both,All Ages,Non-communicable diseases,Percent,2016,0.9018542097600738,0.9026150380410078,0.9009833776580726
Deaths,Europe,Both,All Ages,Non-communicable diseases,Rate,2016,935.7803340634044,940.7430447710071,931.0635225702104
Deaths,Asia,Both,All Ages,Injuries,Number,2016,2706414.314325809,2790759.779473877,2563522.1369391372
Deaths,Asia,Both,All Ages,Injuries,Percent,2016,0.0874120721134814,0.08985480246869355,0.08292351501894935
Deaths,Asia,Both,All Ages,Injuries,Rate,2016,60.73344124079534,62.62620035176461,57.526861371207076
Deaths,Europe,Both,All Ages,Injuries,Number,2016,496481.5506618444,503690.0501719615,490875.08893880283
Deaths,Europe,Both,All Ages,Injuries,Percent,2016,0.05661578959556274,0.05739694762654225,0.05602585690251567
Deaths,Europe,Both,All Ages,Injuries,Rate,2016,58.7455177741325,59.59845387121782,58.08214066301547
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2013,5369560.176774706,5766673.128965464,5117387.28923796
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2013,0.18403217353978701,0.1977607078008772,0.17573733972534739
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2013,124.18634421482264,133.37071018696236,118.35412928803241
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2013,352913.59691383276,357628.57180875516,347908.4446379624
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2013,0.04137213824859283,0.04190859644690449,0.04077982241169754
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2013,42.033468185330705,42.595041184992525,41.437333860129534
Deaths,America,Both,All Ages,Injuries,Number,2017,660499.0490263408,671773.2006832862,649792.9669589176
Deaths,America,Both,All Ages,Injuries,Percent,2017,0.09486635360185629,0.09595109599662252,0.0936786062294928
Deaths,America,Both,All Ages,Injuries,Rate,2017,65.86062173912214,66.98480600373566,64.79308163836052
Deaths,Asia,Both,All Ages,Injuries,Number,2017,2667885.060856176,2755304.338509435,2528411.3612043993
Deaths,Asia,Both,All Ages,Injuries,Percent,2017,0.08527141153514547,0.08779817271681883,0.08094050122379545
Deaths,Asia,Both,All Ages,Injuries,Rate,2017,59.27554287253851,61.21783986893129,56.176691507237464
Deaths,Asia,Both,All Ages,Non-communicable diseases,Number,2017,23718800.121227425,24165032.675166424,23270456.205576822
Deaths,Asia,Both,All Ages,Non-communicable diseases,Percent,2017,0.7581049517985565,0.7679087424540947,0.7462509225867212
Deaths,Asia,Both,All Ages,Non-communicable diseases,Rate,2017,526.9885026530314,536.9029765822963,517.0271181152508
Deaths,Europe,Both,All Ages,Non-communicable diseases,Number,2017,7916613.113696604,8004040.205187876,7826499.035387529
Deaths,Europe,Both,All Ages,Non-communicable diseases,Percent,2017,0.9034249718480688,0.9043371158485543,0.9023393180231699
Deaths,Europe,Both,All Ages,Non-communicable diseases,Rate,2017,935.7348847598565,946.0686699539239,925.0835007057472
Deaths,Global,Both,All Ages,Injuries,Number,2017,4484722.077168794,4585553.645438967,4332010.31530106
Deaths,Global,Both,All Ages,Injuries,Percent,2017,0.0801621774324498,0.08176329767338515,0.07739996660648592
Deaths,Global,Both,All Ages,Injuries,Rate,2017,58.696970491291516,60.01667492012909,56.69824735398576
Deaths,Global,Both,All Ages,Injuries,Number,2014,4507678.862864282,4600775.301699085,4348236.888638082
Deaths,Global,Both,All Ages,Injuries,Percent,2014,0.08357448344524206,0.08510275887790344,0.08054751154811328
Deaths,Global,Both,All Ages,Injuries,Rate,2014,61.03550297291841,62.29606037776836,58.87660448259693
Deaths,Africa,Both,All Ages,Injuries,Number,2014,642171.8516829065,678576.153297011,606911.3458512265
Deaths,Africa,Both,All Ages,Injuries,Percent,2014,0.0720023946632112,0.07567190114459689,0.0682367906402037
Deaths,Africa,Both,All Ages,Injuries,Rate,2014,55.00293214019157,58.121012333280355,51.9828196821226
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2017,41071133.4864007,41548876.68605266,40470873.483850904
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2017,0.7341273708582577,0.7405596542260704,0.7253330377257551
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2017,537.5474932032057,543.8002950513171,529.6911660885029
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2014,5247290.8566808915,5261535.98759584,5232412.389680572
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2014,0.8113102906859017,0.812648610919982,0.8097532065665659
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2014,538.7808672062132,540.2435275003439,537.2531772854372
Deaths,Europe,Both,All Ages,Injuries,Number,2017,489229.1347805155,498869.1365581271,481057.1750346332
Deaths,Europe,Both,All Ages,Injuries,Percent,2017,0.05582986581514172,0.056717971166100535,0.05504847686371831
Deaths,Europe,Both,All Ages,Injuries,Rate,2017,57.82634082029161,58.965778332635395,56.8604242469725
Deaths,Africa,Both,All Ages,Non-communicable diseases,Number,2014,3294276.1712465375,3463750.281586455,3149401.6323231836
Deaths,Africa,Both,All Ages,Non-communicable diseases,Percent,2014,0.3693504916462164,0.38145787041265516,0.3558968731418764
Deaths,Africa,Both,All Ages,Non-communicable diseases,Rate,2014,282.1594378876545,296.67513639751184,269.75072764543506
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2017,596548.6834030675,608336.6993642425,586366.2455871941
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2017,0.08568199304166035,0.0870871410466934,0.08432815927168767
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2017,59.483911815615315,60.65933524948444,58.46858607614331
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2017,5705347.845209681,5771299.925488314,5646192.809918591
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2017,0.8194516533564822,0.8210701930277217,0.8177363802373527
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2017,568.8997688602049,575.4760766059048,563.0012177434184
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2017,4521304.686868375,4777369.167448101,4317484.101104317
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2017,0.5206143893547561,0.5393388963991634,0.5051844188351589
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2017,359.345499722459,379.6970630670713,343.14619104551184
Deaths,Africa,Both,All Ages,Non-communicable diseases,Number,2017,3516206.890405135,3690124.8337675473,3365513.246752689
Deaths,Africa,Both,All Ages,Non-communicable diseases,Percent,2017,0.4049209193703432,0.4177888397315228,0.3897832022707788
Deaths,Africa,Both,All Ages,Non-communicable diseases,Rate,2017,279.46206010622956,293.2847583308777,267.48518917325265
Deaths,America,Both,All Ages,Injuries,Number,2014,630923.5981553268,636170.9102168164,626748.0498870471
Deaths,America,Both,All Ages,Injuries,Percent,2014,0.09755017826581501,0.09828880325333685,0.09701293534361664
Deaths,America,Both,All Ages,Injuries,Rate,2014,64.78191749599527,65.32070054046685,64.35318091963774
Deaths,Africa,Both,All Ages,Injuries,Number,2017,646614.9922011151,685251.9919803595,609058.4525107921
Deaths,Africa,Both,All Ages,Injuries,Percent,2017,0.07446469127490085,0.07844536036698074,0.0704676358755849
Deaths,Africa,Both,All Ages,Injuries,Rate,2017,51.39184452120695,54.46264663586507,48.40691551121067
Deaths,Asia,Both,All Ages,Injuries,Number,2014,2711881.1303790524,2790977.675227842,2558224.2696742327
Deaths,Asia,Both,All Ages,Injuries,Percent,2014,0.09109650400816283,0.09338689744722478,0.08614524501424013
Deaths,Asia,Both,All Ages,Injuries,Rate,2014,62.052214630120474,63.86207116198536,58.53629780285393
Deaths,Europe,Both,All Ages,Injuries,Number,2015,507924.4822137072,514478.24751153466,503396.8113678742
Deaths,Europe,Both,All Ages,Injuries,Percent,2015,0.057820208799528885,0.05856038022045945,0.05730891117345413
Deaths,Europe,Both,All Ages,Injuries,Rate,2015,60.24786263359783,61.025242667880605,59.71080938902688
Deaths,Asia,Both,All Ages,Non-communicable diseases,Number,2014,21829366.405127827,22180895.9858835,21444500.280112594
Deaths,Asia,Both,All Ages,Non-communicable diseases,Percent,2014,0.7332853059569433,0.7424285694311604,0.7219326944995936
Deaths,Asia,Both,All Ages,Non-communicable diseases,Rate,2014,499.4911149447019,507.53467878292867,490.6847572007064
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2014,38257659.1693854,38653839.91475348,37775394.005276464
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2014,0.7093174663087616,0.7153397629774007,0.7006982558891945
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2014,518.0217005268561,523.3861223939361,511.4916663888418
Deaths,Europe,Both,All Ages,Non-communicable diseases,Number,2015,7911477.892264803,7928727.070566837,7892041.921923588
Deaths,Europe,Both,All Ages,Non-communicable diseases,Percent,2015,0.9006130089740924,0.9013054978351983,0.8998084384213136
Deaths,Europe,Both,All Ages,Non-communicable diseases,Rate,2015,938.4261833659119,940.4722082402275,936.1207704309713
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2016,4648271.993904695,4891754.1466580555,4444652.912628283
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2016,0.5316633176063308,0.5492691720098744,0.5167314033006365
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2016,378.76603371221506,398.6062602305935,362.1740632112798
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2017,4900263.70511996,5352336.436816487,4633285.9592587445
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2017,0.15662363666629736,0.17067889532235633,0.14815218363921215
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2017,108.87492703541213,118.91915906862569,102.94316818530218
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2016,594242.116925809,604613.8324476957,584457.7075622942
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2016,0.08749030073035607,0.08888451330236802,0.08615603255712825
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2016,59.81153537490387,60.8554671531578,58.82671701535044
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2017,357041.40987591684,364357.6327860127,349185.57545293274
